id,source,reply_settings,created_at,lang,possibly_sensitive,public_metrics,text,entities,conversation_id,author_id,context_annotations,geo,in_reply_to_user_id,referenced_tweets,attachments
1521241567452823552,Twitter for iPhone,everyone,2022-05-02T21:33:47.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","A word after my own heart, and yet, I chose two others instead, thinking the Wordle Masters didn’t think like me. 

I was wrong! 🤓

#Wordle 317 5/6

🟨⬜⬜🟨⬜
🟩⬜🟩⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'hashtags': [{'start': 132, 'end': 139, 'tag': 'Wordle'}], 'annotations': [{'start': 77, 'end': 90, 'probability': 0.3529, 'type': 'Other', 'normalized_text': 'Wordle Masters'}]}",1521241567452823552,262661349,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241561161510917,Twitter for iPhone,everyone,2022-05-02T21:33:46.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛🟨
⬛🟩🟨⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

Waxing is not for me…",,1521241561161510917,34858057,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241560909705216,Twitter for iPhone,everyone,2022-05-02T21:33:46.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 6/6

🟨⬛⬛⬛⬛
⬛🟨🟩⬛⬛
⬛⬛🟩⬛🟨
🟨⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,1521241560909705216,938825346660548609,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241550549917696,Twitter for Android,everyone,2022-05-02T21:33:43.000Z,tr,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle Türkçe 318 3/6

⬜🟨🟨⬜⬜
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/UvNEGLyYVZ","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/UvNEGLyYVZ', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/', 'status': 200, 'title': 'Wordle Türkçe - Günlük Kelime Oyunu', 'description': ""Wordle Türkçe Bundle'da! Her gün yeni, 5 harfli bulmacayı 6 denemede bulun. Bugünün Wordle bulmacasını çözmek için hemen tıklayın."", 'unwound_url': 'https://www.bundle.app/wordle-tr/'}]}",1521241550549917696,91083671,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241509542400005,Twitter for Android,everyone,2022-05-02T21:33:33.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬛⬛🟨⬛🟩
⬛⬛🟩⬛⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,1521241509542400005,82776862,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",{'place_id': '01e8a1a140ccdc5c'},,,
1521241505347870720,Twitter Web App,everyone,2022-05-02T21:33:32.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 317 5/6

⬜🟨⬜⬜⬜
🟨⬜⬜⬜🟨
⬜🟨🟨⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩
Yuck.  Trevor would not be happy with how long this one took me.","{'annotations': [{'start': 68, 'end': 73, 'probability': 0.7317, 'type': 'Person', 'normalized_text': 'Trevor'}]}",1521241505347870720,1972772102,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241502026018816,Twitter for iPhone,everyone,2022-05-02T21:33:32.000Z,tr,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle Türkçe 318 3/6

⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",,1521241502026018816,746644820,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241500239101953,Twitter for Android,everyone,2022-05-02T21:33:31.000Z,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 4/10

⬛⬛⬛⬛🟨
🟨⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟩🟩🟩🟩🟩

https://t.co/ymQWIAiDyV
 #ポケモンWordle","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/ymQWIAiDyV', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 67, 'end': 78, 'tag': 'ポケモンWordle'}]}",1521241500239101953,68989076,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",,,,
1521241496288395264,Twitter for iPhone,everyone,2022-05-02T21:33:30.000Z,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬛⬛⬛🟨⬛
⬛🟨🟨🟨⬛
⬛🟩🟨⬛⬛
🟩🟩🟩🟩🟩
こういう単語があるのねえ",,1521241496288395264,609723475,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241485110169600,Twitter for iPhone,everyone,2022-05-02T21:33:28.000Z,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 5/6

🟨⬜⬜🟨⬜
⬜🟨🟨⬜⬜
⬜🟩🟨⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

へー",,1521241485110169600,2896544670,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241480815419392,Twitter for iPhone,everyone,2022-05-02T21:33:26.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #116 5/6

🟨⬜⬜⬜⬜
⬜🟨🟨🟨⬜
⬜🟨🟨⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/p35lakkTmp","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/p35lakkTmp', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521241480815419392,714448840246562817,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241468685340672,Twitter for iPhone,everyone,2022-05-02T21:33:24.000Z,de,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle (ES)  #116 5/6

⬜⬜🟨🟨⬜
🟩🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩

Dafuq?",,1521241468685340672,36958411,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241446354927617,Twitter for iPhone,everyone,2022-05-02T21:33:18.000Z,tr,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle Türkçe 318 X/6

⬜🟨⬜⬜⬜
⬜⬜⬜🟩⬜
⬜⬜⬜🟩⬜
⬜⬜⬜🟩⬜
🟩⬜⬜🟩⬜
🟩🟩⬜🟩⬜

https://t.co/bJpE2mgKQu🤔","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/bJpE2mgKQu', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",1521241446354927617,1381689354708471814,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241442726731776,Twitter Web App,everyone,2022-05-02T21:33:17.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","You should learn from your mistakes, NOT repeat them. 😟 (L3)
Wordle 318 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩⬜🟨⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,1521241442726731776,563662349,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241441879605253,Twitter Web App,everyone,2022-05-02T21:33:17.000Z,tr,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle Türkçe 318 4/6

🟨⬜⬜🟩⬜
⬜⬜⬜🟩🟩
⬜⬜⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/eAAA9OQneS","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/eAAA9OQneS', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",1521241441879605253,218171388,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241425714810880,Twitter for Android,everyone,2022-05-02T21:33:13.000Z,tr,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle Türkçe 318 4/6

⬜⬜⬜⬜⬜
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/RfovyOZU1T","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/RfovyOZU1T', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",1521241425714810880,324371859,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241415480606720,Twitter for iPhone,everyone,2022-05-02T21:33:11.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

🟨⬛🟩⬛⬛
🟨🟩🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,1521241415480606720,44282235,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241407083659265,Twitter for iPhone,everyone,2022-05-02T21:33:09.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

⬜⬜🟨🟨⬜
🟨🟨🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,1521241407083659265,2334636950,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241394765250560,Twitter for Android,everyone,2022-05-02T21:33:06.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬜🟨⬜🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩",,1521241394765250560,874221533014577152,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241389870297088,Twitter for iPhone,everyone,2022-05-02T21:33:05.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

🟨⬛🟨⬛⬛
⬛🟩⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

These wordle ppl have lost it.",,1521241389870297088,1328284210591887362,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241375953596420,Twitter for Android,everyone,2022-05-02T21:33:01.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #116 6/6

⬛⬛🟨⬛⬛
⬛🟩🟨⬛🟨
🟩🟩⬛🟩⬛
🟩🟩⬛🟩⬛
🟩🟩⬛🟩🟨
🟩🟩🟩🟩🟩

https://t.co/4OXp02GYwH","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/4OXp02GYwH', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1495966513882349570,326505145,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,326505145,"[{'type': 'replied_to', 'id': '1520680400582029312'}]",
1521241374393307138,Twitter for iPhone,everyone,2022-05-02T21:33:01.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 6/6

⬛🟩⬛⬛⬛
🟨⬛⬛🟨🟨
🟨⬛⬛🟨⬛
⬛🟨🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

Definitely not a word…",,1521241374393307138,1305251833955446792,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241368206913536,Twitter for iPhone,everyone,2022-05-02T21:33:00.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Wordle 318 5/6

⬜⬜🟨🟩⬜
⬜🟨⬜🟨⬜
⬜🟨⬜⬜🟨
🟩⬜🟨🟩⬜
🟩🟩🟩🟩🟩",,1489017633722699776,1238423282430259203,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",{'place_id': '01e8a1a140ccdc5c'},1238423282430259203,"[{'type': 'replied_to', 'id': '1520923353477165056'}]",
1521241364503142401,Twitter for iPhone,everyone,2022-05-02T21:32:59.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 3/6

⬜⬜🟩⬜🟨
🟨🟨⬜⬜⬜
🟩🟩🟩🟩🟩",,1521241364503142401,212669678,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241349559054336,Twitter for iPhone,everyone,2022-05-02T21:32:55.000Z,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬜🟩⬜⬜🟨
⬜⬜⬜🟨⬜
⬜⬜⬜⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

自信満々4手目入力から無事死亡",,1521241349559054336,105943691,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241347574882305,Twitter for Android,everyone,2022-05-02T21:32:55.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","phew. Wordle 317 5/6

⬛⬛⬛⬛⬛
⬛🟨🟩⬛⬛
🟨⬛🟩⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",,1521241347574882305,598551940,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241345352146944,Tween,everyone,2022-05-02T21:32:54.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬜🟨⬜🟨⬜
⬜⬜⬜⬜⬜
⬜⬜⬜⬜🟨
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩",,1521241345352146944,10727062,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241338083225600,Twitter for Android,everyone,2022-05-02T21:32:52.000Z,tr,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle Türkçe 318 4/6
@apex54
⬜🟨⬜⬜⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'mentions': [{'start': 22, 'end': 29, 'username': 'apex54', 'id': '91869981'}]}",1521241338083225600,702784596,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241314754449408,Twitter for iPhone,everyone,2022-05-02T21:32:47.000Z,tr,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle Türkçe 318 3/6

⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/JQO4eSswvV","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/JQO4eSswvV', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",1521241314754449408,1477296020,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241312611164160,Twitter Web App,everyone,2022-05-02T21:32:46.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 4/6

⬜🟨⬜⬜⬜
🟩⬜🟨⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,1521241312611164160,1314220188171153408,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241307959726082,Twitter for iPhone,everyone,2022-05-02T21:32:45.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 3/6

⬛⬛⬛🟨🟨
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",,1521241307959726082,25937751,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241307313807367,Twitter for iPhone,everyone,2022-05-02T21:32:45.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 6/6

🟨⬜⬜⬜🟨
🟩⬜🟩🟩🟨
🟩⬜🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩almost got me","{'annotations': [{'start': 62, 'end': 78, 'probability': 0.4441, 'type': 'Person', 'normalized_text': '🟩🟩🟩🟩🟩almost'}]}",1521241307313807367,44123415,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241302645366785,Twitter for Android,everyone,2022-05-02T21:32:44.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Wordle 318 4/6

⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,1486340088678084615,1017067464004288512,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,1017067464004288512,"[{'type': 'replied_to', 'id': '1520968564181663747'}]",
1521241301273878528,Twitter for iPhone,everyone,2022-05-02T21:32:44.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","#Wordle 318 6/6

⬜⬜⬜⬜🟨
⬜🟨🟨⬜⬜
🟨🟩⬜⬜🟩
⬜🟩🟨⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

Better late than never!","{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",1521241301273878528,19177011,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241292239474688,Twitter for Android,everyone,2022-05-02T21:32:42.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

⬛⬛⬛🟨⬛
⬛🟨🟩⬛⬛
⬛⬛🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,1521241292239474688,26040110,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241283100090368,Twitter for iPad,everyone,2022-05-02T21:32:39.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 3/6

⬜🟩⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,1521241283100090368,19050636,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241277420949506,Twitter for iPhone,everyone,2022-05-02T21:32:38.000Z,de,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wördl 317 3/6 🔥1

🟩🟨⬜⬜⬜
🟩🟨🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/wXVHQSTbp1","{'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/wXVHQSTbp1', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}]}",1521241277420949506,335909707,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241257682604033,Twitter for Android,everyone,2022-05-02T21:32:33.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #116 4/6

⬜🟨🟩⬜⬜
⬜⬜🟩⬜🟨
⬜🟩🟩🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/K185HOK3Mq","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/K185HOK3Mq', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",1521241257682604033,1193849270505549826,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
1521241240108339206,Twitter for iPhone,everyone,2022-05-02T21:32:29.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 3/6

🟩⬜⬜⬜🟨
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩

#getin","{'hashtags': [{'start': 35, 'end': 41, 'tag': 'getin'}]}",1521241240108339206,18825128,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,
