id,source,reply_settings,context_annotations,text,conversation_id,lang,possibly_sensitive,created_at,public_metrics,author_id,referenced_tweets,in_reply_to_user_id,entities,attachments,geo
1521463961350295552,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","New streak, new thread.

Wordle 318 5/6

⬛🟩⬛⬛🟨
🟨🟩⬛🟨⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1521463961350295552,en,False,2022-05-03T12:17:30.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",200673717,,,,,
1521463952378679297,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

🟨⬛🟩⬛⬛
⬛⬛⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1521463952378679297,en,False,2022-05-03T12:17:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",27860344,,,,,
1521463946124963841,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 6/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟨🟩⬛🟨⬛
⬛🟩⬛⬛⬛
🟨⬛🟩⬛⬛
🟩🟩🟩🟩🟩",1521463946124963841,en,False,2022-05-03T12:17:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",506298031,,,,,
1521463943776153600,Twitter for iPad,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

⬜🟨🟩⬜⬜
⬜⬜⬜⬜🟨
🟩⬜🟩🟩⬜
🟩🟩🟩🟩🟩",1521463943776153600,en,False,2022-05-03T12:17:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",32441357,,,,,
1521463938340331520,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

⬛🟨⬛⬛⬛
⬛⬛🟨⬛🟨
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",1521463938340331520,en,False,2022-05-03T12:17:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",856908696,,,,,
1521463934863446017,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

🟨⬜⬜⬜⬜
⬜🟨🟨🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩
うんうん",1521463934863446017,ja,False,2022-05-03T12:17:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",137720920,,,,,
1521463934842191873,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 5/6

⬛🟨⬛🟨⬛
⬛⬛⬛🟨🟨
🟨🟩⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1521463934842191873,en,False,2022-05-03T12:17:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",26494206,,,,,
1521463928919887872,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 5/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
⬛⬛🟩⬛🟨
🟨🟩🟩⬛🟩
🟩🟩🟩🟩🟩",1521463928919887872,en,False,2022-05-03T12:17:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1038108842,,,,,
1521463928202711043,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","That first guess wasn’t going to do anything. 

Wordle 318 4/6

⬛⬛⬛🟩⬛
⬛⬛🟩⬛⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩",1482745547018715138,en,False,2022-05-03T12:17:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",26383013,"[{'type': 'replied_to', 'id': '1521118684319727618'}]",26383013,,,
1521463923488268289,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Even in ac despairing day i Wordle 318 3/6

⬛⬛🟨⬛🟨
🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩",1521463923488268289,en,False,2022-05-03T12:17:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1196464652525412353,,,,,
