id,entities,conversation_id,lang,possibly_sensitive,text,author_id,public_metrics,source,reply_settings,context_annotations,created_at,referenced_tweets,in_reply_to_user_id,geo,attachments
1520183747429400576,"{'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/RQqPWW3zlc', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 109, 'end': 120, 'tag': 'ポケモンWordle'}]}",1520183747429400576,ja,False,"ポケモンWordle 10/10

⬛⬛🟨⬛⬛  ⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛  ⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟨  ⬛⬛🟨⬛🟨
🟨🟨⬛⬛⬛  ⬛⬛🟨🟨⬛
🟨⬛⬛⬛⬛  🟩🟩🟩🟩🟩

https://t.co/RQqPWW3zlc
 #ポケモンWordle

ダイヤモンド〜サンムーンまでのポケモンあまり知らない中、初めて10連鎖まで行けた",3196747818,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-04-29T23:30:23.000Z,,,,
1520183733575372805,,1520183733575372805,en,False,"Wordle 314 5/6

🟨⬛🟩⬛⬛
⬛⬛🟩🟨⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩
HISHRB#KR_)O#P@IK$P!!!!",1470878511263059974,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:20.000Z,,,,
1520183733222969344,,1520183733222969344,en,False,"Wordle 315 6/6

⬛⬛🟨🟨⬛
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
⬛⬛⬛🟨⬛
🟩🟩🟩🟩🟩",1186511494386577408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tweetbot for iΟS,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:20.000Z,,,,
1520183729368735744,,1520183729368735744,ja,False,"Wordle 315 4/6

⬜🟨⬜⬜⬜
⬜⬜⬜🟨⬜
🟨⬜⬜🟨⬜
🟩🟩🟩🟩🟩

知らんわっ！！！",100673836,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:19.000Z,,,,
1520183719134642176,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/76hFVBD0ZG', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 67, 'end': 78, 'tag': 'ポケモンWordle'}]}",1520183719134642176,ja,False,"ポケモンWordle 4/10

⬛⬛⬛⬛🟨
⬛🟨⬛🟨⬛
⬛⬛⬛🟩🟨
🟩🟩🟩🟩🟩

https://t.co/76hFVBD0ZG
 #ポケモンWordle
むず",2643555098,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-04-29T23:30:16.000Z,,,,
1520183716672196609,,1520183716672196609,ja,False,"Wordle 315 6/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟨🟩🟩🟨⬛
🟩🟩🟩🟩🟩
当てはしたが納得いかねぇw",133282084,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:16.000Z,,,,
1520183711312265216,,1520183711312265216,ja,False,"Wordle 315 6/6

⬛⬛⬛🟨⬛
⬛🟨⬛🟨⬛
⬛⬛🟨🟨⬛
⬛🟨🟨⬛🟨
🟨🟩🟨⬛⬛
🟩🟩🟩🟩🟩
難しすぎる",166149162,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:15.000Z,,,,
1520183704517234690,,1520183704517234690,en,False,"Wordle 315 4/6

🟨⬜⬜🟩⬜
⬜🟨🟨🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",897180431233286144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:13.000Z,,,,
1520183699148574720,"{'mentions': [{'start': 0, 'end': 15, 'username': 'chrisorton2011', 'id': '399622190'}]}",1520177929845624835,en,False,"@chrisorton2011 Yes!!!
Wordle 315 4/6

⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜
🟩⬜🟨🟨⬜
🟩🟩🟩🟩🟩",20870836,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:12.000Z,"[{'type': 'replied_to', 'id': '1520177929845624835'}]",399622190,,
1520183699068768256,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/FGdB2f3UUO', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1520183699068768256,en,False,"Wordle (ES)  #113 3/6

⬜🟨⬜⬜🟨
🟩⬜🟨🟨⬜
🟩🟩🟩🟩🟩
 https://t.co/FGdB2f3UUO",2253858900,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:12.000Z,,,,
1520183698377043969,,1520183698377043969,en,False,"Wordle 315 4/6

⬜⬜⬜⬜⬜
🟨⬜🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1110522783887314945,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:11.000Z,,,,
1520183697181446144,"{'hashtags': [{'start': 233, 'end': 249, 'tag': 'ESPORT_INDUSTRY'}, {'start': 250, 'end': 255, 'tag': 'TAKE'}, {'start': 256, 'end': 262, 'tag': 'NOTES'}]}",1520183697181446144,en,False,"Wordle 314 2/6
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩

GOD DAMN
OH MY, GOD FUCKING DAMN

USUALLY ""FECAL"" IS MY SECOND GUESS BUT I DIDN'T SECOND GUESS MY SECOND GUESS INSTINCT THAT TOLD ME TO TRY A DIFFERENT WORD TODAY. THIS IS WHAT WE CALL ""GAME SENSE"" IN THE #ESPORT_INDUSTRY #TAKE #NOTES

(1/2",1500558726192840706,"{'retweet_count': 1, 'reply_count': 5, 'like_count': 41, 'quote_count': 2}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:11.000Z,,,,
1520183696422227968,,1520183696422227968,en,False,"Wordle 315 5/6

⬜🟨🟨⬜⬜
⬜🟨⬜⬜⬜
⬜⬜⬜🟨⬜
⬜🟩⬜⬜⬜
🟩🟩🟩🟩🟩",247027338,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:11.000Z,,,,
1520183696237735938,,1520183696237735938,en,False,"Wordle 315 5/6

⬜🟨🟨⬜⬜
🟨⬜⬜🟨⬜
⬜⬜🟩⬜🟩
⬜⬜🟩⬜🟩
🟩🟩🟩🟩🟩took a while!",311677365,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:11.000Z,,,,
1520183694023090177,,1520183694023090177,en,False,"Wordle 314 5/6

⬛🟨⬛⬛⬛
🟨🟨⬛⬛⬛
⬛⬛⬛🟨🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",250842172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:10.000Z,,,,
1520183666038943744,"{'mentions': [{'start': 0, 'end': 14, 'username': 'GumtreeKoalas', 'id': '452561321'}]}",1520041990011817985,en,False,"@GumtreeKoalas That was horrible 😣

Wordle 315 6/6

⬜🟨⬜🟨⬜
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",3301023590,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:04.000Z,"[{'type': 'replied_to', 'id': '1520041990011817985'}]",452561321,,
1520183664625303560,"{'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/1Rt2zdSYSk', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1520183664625303560,en,False,"Wordle (ES)  #113 2/6
👌🏻
⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/1Rt2zdSYSk",89611114,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:03.000Z,,,,
1520183660309524480,,1520183660309524480,ja,False,"ラッキーだった
Wordle 315 5/6

🟨⬜🟨🟨⬜
🟨🟨⬜⬜⬜
⬜⬜⬜⬜⬜
⬜🟩🟩⬜🟨
🟩🟩🟩🟩🟩",920166445,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:02.000Z,,,,
1520183652914708483,,1520183652914708483,en,False,"Wordle 315 5/6

⬛🟩⬛⬛⬛
🟨🟩⬛⬛🟨
🟨🟩🟨⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",4841248989,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:30:01.000Z,,,,
1520183629053403143,"{'mentions': [{'start': 0, 'end': 12, 'username': 'fawnpnguyen', 'id': '26579739'}]}",1520043176026800129,en,False,"@fawnpnguyen Wordle 314 3/6

🟨⬛🟩⬛🟨
🟩⬛🟩🟨🟨
🟩🟩🟩🟩🟩

Same number of greens and yellows, just in different spots",336807760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Talon Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:55.000Z,"[{'type': 'replied_to', 'id': '1520043176026800129'}]",26579739,,
1520183625102381056,,1520183625102381056,en,False,"Wordle 315 6/6

⬛⬛🟨🟨⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",768589926757695488,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:54.000Z,,,,
1520183613522067456,,1520183613522067456,ja,False,"Wordle 315 5/6

🟨⬜🟨⬜⬜
⬜⬜🟨⬜⬜
⬜⬜⬜⬜⬜
🟩🟩🟨🟨🟩
🟩🟩🟩🟩🟩

4惜しい悔しい",471526579,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:51.000Z,,,,
1520183603250216960,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/jVhJ26lnnA', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 61, 'end': 72, 'tag': 'ポケモンWordle'}]}",1520183603250216960,ja,False,"ポケモンWordle 3/10

⬛⬛🟨⬛⬛
⬛🟨⬛⬛🟨
🟩🟩🟩🟩🟩

https://t.co/jVhJ26lnnA
 #ポケモンWordle",939141578706206721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-04-29T23:29:49.000Z,,,,
1520183588318232577,,1520183588318232577,en,False,"Wordle 315 5/6
😊

🟨⬛⬛⬛⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟨🟨⬛🟨
🟩🟩🟩🟩🟩",58210129,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:45.000Z,,,,
1520183577375354883,,1520183577375354883,en,False,"Wordle 315 4/6

⬛🟨🟨⬛⬛
🟩⬛🟨🟨⬛
🟩⬛⬛🟨🟩
🟩🟩🟩🟩🟩

This word was insane",1047086510120611841,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:43.000Z,,,,
1520183565899554817,,1520183565899554817,en,False,"Wordle 314 4/6

⬜🟨🟨🟨⬜
🟨🟨🟩⬜⬜
🟩⬜🟩🟩⬜
🟩🟩🟩🟩🟩",1011681252561293312,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:40.000Z,,,,
1520183561831260161,"{'hashtags': [{'start': 15, 'end': 22, 'tag': 'Wordle'}]}",1520183561831260161,en,False,"Wordle 315 6/6 #Wordle
Yikes!
⬜⬜⬜⬜🟨
⬜🟨🟨⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",927354892418797568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:39.000Z,,,,
1520183559218204675,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/PagQFHP2r2', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1520183559218204675,en,False,"Wordle (ES)  #113 4/6

⬜⬜⬜🟨🟩
⬜🟨⬜⬜🟩
⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/PagQFHP2r2",72421815,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:38.000Z,,,,
1520183548254240768,,1520183548254240768,en,False,"Wordle 315 4/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩",90598055,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:36.000Z,,,,
1520183543015837696,,1520183543015837696,en,False,"Wordle 315 5/6

🟨⬛⬛⬛⬛
⬛🟩⬛🟨🟨
⬛🟩⬛🟨🟨
⬛🟩🟨🟨⬛
🟩🟩🟩🟩🟩",733869372754649088,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:34.000Z,,,,
1520183534970802176,,1520183534970802176,en,False,"Wordle 315 4/6

🟨⬛⬛🟨⬛
🟩⬛⬛⬛⬛
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩",23363587,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:33.000Z,,,,
1520183533804863489,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/J3Nt2fP2AE', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1520183533804863489,en,False,"Wordle (ES)  #113 4/6

⬜🟨⬜⬜🟩
⬜🟨🟨⬜🟩
⬜⬜🟨🟩🟩
🟩🟩🟩🟩🟩

https://t.co/J3Nt2fP2AE",1445103769650352138,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:32.000Z,,,,
1520183531640606720,,1520183531640606720,en,False,"Wordle 314 3/6

⬛🟩⬛⬛⬛
⬛🟩🟩🟨🟨
🟩🟩🟩🟩🟩",951514128241262592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:32.000Z,,,,
1520183516235206657,,1520183516235206657,en,False,"Only just made it.

Wordle 315 6/6

🟨⬜⬜⬜⬜
⬜⬜🟨🟨⬜
🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1032824209506881536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:28.000Z,,,,
1520183515769229312,,1520183515769229312,en,False,"Wordle 315 5/6

⬜🟨🟨⬜⬜
🟨⬜⬜🟨⬜
⬜🟩⬜🟨⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1153464636,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:28.000Z,,,,
1520183498140758018,"{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/A8qWzx94UK', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'AllexLLDC', 'id': '1371622168090574848'}]}",1520009035013046275,en,False,"@AllexLLDC Wordle (ES)  #113 4/6

⬜⬜⬜🟨🟩
🟨🟨⬜⬜🟩
⬜🟨⬜🟨🟩
🟩🟩🟩🟩🟩

https://t.co/A8qWzx94UK",2649058686,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:24.000Z,"[{'type': 'replied_to', 'id': '1520009035013046275'}]",1371622168090574848,,
1520183491106942976,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/xqMtainkxM', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1520183491106942976,en,False,"Wordle (ES)  #113 2/6

⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/xqMtainkxM",39693662,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T23:29:22.000Z,,,,
