id,lang,text,created_at,conversation_id,possibly_sensitive,context_annotations,public_metrics,source,author_id,reply_settings,entities,in_reply_to_user_id,referenced_tweets,geo,attachments
1522322178645012481,en,"Wordle 321 4/6

⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
🟩🟩🟩🟩🟩",2022-05-05T21:07:45.000Z,1522322178645012481,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2636645989,everyone,,,,,
1522322176388567041,el,"Wordle 321 5/6 ε δεν γινόταν να με βασανίζει δεύτερη μέρα, καλό βράδυ

⬜⬜🟨⬜⬜
🟨⬜🟨⬜🟨
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-05T21:07:44.000Z,1522322176388567041,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,464490423,everyone,,,,,
1522322171082674176,en,"Wordle 320 4/6

⬛🟩⬛⬛⬛
🟨🟩🟨⬛⬛
🟨🟩⬛⬛🟩
🟩🟩🟩🟩🟩",2022-05-05T21:07:43.000Z,1522322171082674176,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2313095688,everyone,,,,,
1522322167219867648,en,"Wordle 320 6/6

⬛🟩⬛⬛🟨
⬛🟨⬛⬛⬛
⬛🟩⬛🟩🟨
🟨🟩⬛🟩⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",2022-05-05T21:07:42.000Z,1522322167219867648,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,19295614,everyone,,,,,
1522322164438814720,en,"Wordle personalizado 3/6

🟩🟩⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/aOwAOIQkx7",2022-05-05T21:07:42.000Z,1522322164438814720,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,264948942,everyone,"{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/aOwAOIQkx7', 'expanded_url': 'https://wordle.danielfrg.com/personalizada/?p=U2FsdGVkX1%2BtX2%2BBJ4BQ9Ol0mNoORHxPG234W6Jzhco%3D&t=false', 'display_url': 'wordle.danielfrg.com/personalizada/…'}]}",,,,
1522322153215041542,en,"Wordle (ES)  #119 5/6

🟨⬜🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/7VADZn7lht",2022-05-05T21:07:39.000Z,1522322153215041542,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,323605748,everyone,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/7VADZn7lht', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522322142041284608,en,"Wordle 320 3/6

⬜⬜⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",2022-05-05T21:07:36.000Z,1522322142041284608,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,62476611,everyone,,,,,
1522322141038796800,en,"Wordle 321 6/6

⬜⬜🟨⬜⬜
⬜⬜🟨🟨⬜
⬜🟩⬜🟨⬜
⬜🟩⬜🟨🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-05T21:07:36.000Z,1522322141038796800,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,143419332,everyone,,,,,
1522322140107792385,en,"Wordle 320 4/6

⬛⬛⬛🟩🟩
🟨⬛⬛⬛⬛
⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩",2022-05-05T21:07:36.000Z,1522322140107792385,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1061257786632351744,everyone,,,,,
1522322135753973760,en,"Wordle 320 X/6

⬛🟩⬛⬛🟨
⬛🟨⬛⬛⬛
⬛🟩🟨⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
#wordle
Skunked again",2022-05-05T21:07:35.000Z,1522322135753973760,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,205396981,everyone,"{'hashtags': [{'start': 52, 'end': 59, 'tag': 'wordle'}]}",,,,
