id,created_at,reply_settings,conversation_id,possibly_sensitive,text,source,public_metrics,context_annotations,author_id,lang,referenced_tweets,in_reply_to_user_id,entities,attachments,geo
1521994787078950915,2022-05-04T23:26:49.000Z,everyone,1521988873160740867,False,"@HoldbrooksMyth I’m amused that we seem to have taken such a similar route!  Wordle 320 6/6

⬛⬛⬛🟩🟩
⬛🟩⬛⬛⬛
⬛⬛⬛🟨⬛
⬛🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",889562966022139904,en,"[{'type': 'replied_to', 'id': '1521988873160740867'}]",974616272326545408,"{'mentions': [{'start': 0, 'end': 15, 'username': 'HoldbrooksMyth', 'id': '974616272326545408'}]}",,
1521994779554631680,2022-05-04T23:26:47.000Z,everyone,1521994779554631680,False,"Wordle 320 5/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜🟨
⬜🟨⬜⬜⬜
⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",123647406,en,,,,,
1521994765364961280,2022-05-04T23:26:44.000Z,everyone,1521994765364961280,False,"Wordle 320 6/6

⬜⬜🟨⬜⬜
⬜⬜⬜🟨⬜
⬜🟨🟨🟨⬜
⬜⬜⬜⬜🟨
🟩🟩🟨🟨🟨
🟩🟩🟩🟩🟩

アメリカ感強い´д` ;",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",84339875,ja,,,,,
1521994760310898688,2022-05-04T23:26:42.000Z,everyone,1521994760310898688,False,"To the arsehole that sold #Wordle to the ⁦@nytimes⁩ - Wordle 320 says “Fuck you - we make up words now!”

Wordle 320 5/6

⬜🟨⬜⬜⬜
⬜🟨🟨⬜🟩
⬜🟨⬜🟨🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 28, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040666972', 'name': 'The New York Times'}}]",1143576266299379713,en,,,"{'hashtags': [{'start': 26, 'end': 33, 'tag': 'Wordle'}], 'mentions': [{'start': 42, 'end': 50, 'username': 'nytimes', 'id': '807095'}]}",,
1521994752031342594,2022-05-04T23:26:40.000Z,everyone,1521994752031342594,False,"Hmmmmm

Wordle 320 6/6

⬜⬜🟨⬜⬜
⬜⬜⬜⬜🟨
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",207742832,en,,,,,
1521994747581247493,2022-05-04T23:26:39.000Z,everyone,1521994747581247493,False,"Wordle 320 5/6

⬜🟨⬜⬜⬜
🟩🟨⬜🟨⬜
🟩⬜🟨🟩⬜
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",407157182,en,,,,,
1521994744917725184,2022-05-04T23:26:39.000Z,everyone,1521994744917725184,False,"Wordle 320 5/6

⬜🟩⬜⬜⬜
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟨⬜🟨⬜
🟩🟩🟩🟩🟩",Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1206757675716890625,en,,,,,
1521994731835858946,2022-05-04T23:26:36.000Z,everyone,1521994731835858946,False,"Wordle 320 X/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜⬜
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩 https://t.co/ZdKES44jhD",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",117295498,en,,,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/ZdKES44jhD', 'expanded_url': 'https://twitter.com/ShikariJase/status/1521994731835858946/photo/1', 'display_url': 'pic.twitter.com/ZdKES44jhD', 'media_key': '16_1521994724554457088'}]}",{'media_keys': ['16_1521994724554457088']},
1521994730489397249,2022-05-04T23:26:35.000Z,everyone,1521994730489397249,False,"Wordle 320 6/6

⬜🟨🟨⬜⬜
⬜🟨⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",40474106,en,,,,,
1521994729071824896,2022-05-04T23:26:35.000Z,everyone,1521924242593529857,False,"@ProfDemirtas Bu da 6 lı

Wordle Türkçe (6'lı) #wordle6 #wordleTR 319 3/6

⬛🟨⬛⬛⬛⬛
⬛🟨🟨⬛⬛🟩
🟩🟩🟩🟩🟩🟩

 https://t.co/boZuNULQIQ",Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1390491144593739778,tr,"[{'type': 'replied_to', 'id': '1521924242593529857'}]",276799677,"{'hashtags': [{'start': 47, 'end': 55, 'tag': 'wordle6'}, {'start': 56, 'end': 65, 'tag': 'wordleTR'}], 'urls': [{'start': 98, 'end': 121, 'url': 'https://t.co/boZuNULQIQ', 'expanded_url': 'http://wordle6.acikbilim.com', 'display_url': 'wordle6.acikbilim.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1523778145257951232/Me-KoFmP?format=jpg&name=orig', 'width': 1600, 'height': 900}, {'url': 'https://pbs.twimg.com/news_img/1523778145257951232/Me-KoFmP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Wordle Türkçe - Günlük Kelime Oyunu', 'description': 'Gizli kelimeyi 6 tahminde bulun. Her gün yeni bir bulmaca.', 'unwound_url': 'http://wordle6.acikbilim.com'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'ProfDemirtas', 'id': '276799677'}]}",,
1521994717365301250,2022-05-04T23:26:32.000Z,everyone,1521994717365301250,False,"ポケモンWordle 2/10

🟨⬛⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/OOJfe5Wju5
 #ポケモンWordle",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",785651071490203648,ja,,,"{'hashtags': [{'start': 55, 'end': 66, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 30, 'end': 53, 'url': 'https://t.co/OOJfe5Wju5', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,
1521994713405997057,2022-05-04T23:26:31.000Z,everyone,1521994713405997057,False,"Wordle 320 5/6

⬛⬛⬛🟩🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",184014844,en,,,,,
1521994704652488705,2022-05-04T23:26:29.000Z,mentionedUsers,1521994704652488705,False,"Wordle 320 X/6

🟨⬜⬜⬜🟨
⬜⬜🟨🟨🟨
⬜🟩🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",968461076,en,,,,,
1521994696419168256,2022-05-04T23:26:27.000Z,everyone,1521994696419168256,False,"Nooo!
Wordle 320 X/6

⬛🟨⬛🟨⬛
⬛🟨⬛🟩🟩
🟩⬛⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1395287474402992129,en,,,,,
1521994696075235334,2022-05-04T23:26:27.000Z,everyone,1521994696075235334,False,"Wordle 320 3/6

⬛⬛⬛🟩⬛
🟨⬛🟨🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1519800416988540928,en,,,,,
1521994695559180289,2022-05-04T23:26:27.000Z,everyone,1521994695559180289,False,"Not in my vocab....makes it hard!
Wordle 320 5/6

⬜⬜🟨⬜⬜
⬜🟨🟨⬜🟨
⬜🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",725952505,en,,,,,
1521994687107993600,2022-05-04T23:26:25.000Z,everyone,1521994687107993600,False,"ポケモンWordle 4/10

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/OtnoA9ZDbx
 #ポケモンWordle",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",101572366,ja,,,"{'hashtags': [{'start': 67, 'end': 78, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/OtnoA9ZDbx', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,
1521994679092269057,2022-05-04T23:26:23.000Z,everyone,1521994679092269057,False,"Ok day 🙂

Wordle 319 3/6
🟩⬜⬜⬜⬜
🟩⬜🟨🟨⬜
🟩🟩🟩🟩🟩

Wordle (ES)  #118 5/6
⬜⬜🟨⬜🟩
🟨⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩

Wordle Tildes #65 4/6
⬜⬜🟨⬜⬜🟩🟩
🟨⬜⬜⬜⬜🟩🟩
⬜🟩🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",43427850,en,,,,,
1521994663192064000,2022-05-04T23:26:19.000Z,everyone,1521994663192064000,False,"ポケモンWordle 8/10

⬛⬛⬛🟩⬛  ⬛🟨⬛⬛⬛
⬛⬛⬛⬛⬛  🟩⬛⬛⬛⬛
⬛⬛⬛⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛

https://t.co/ocaXllTMir
 #ポケモンWordle",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",1277158365492154368,ja,,,"{'hashtags': [{'start': 94, 'end': 105, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/ocaXllTMir', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp', 'images': [{'url': 'https://pbs.twimg.com/news_img/1523164396175839233/PfuT0q9R?format=png&name=orig', 'width': 200, 'height': 200}, {'url': 'https://pbs.twimg.com/news_img/1523164396175839233/PfuT0q9R?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'ポケモンWordle', 'description': 'ポケモンWordle (ポケモンワードル)は単語当てゲーム「Wordle」のポケモン版。１０回のチャレンジでポケモンの名前を当てよう！', 'unwound_url': 'https://wordle.mega-yadoran.jp/'}]}",,
1521994658498285568,2022-05-04T23:26:18.000Z,everyone,1521994658498285568,False,"La mejor partida de mi vida niaaa
Wordle Científico #52 6/6

⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/nxIPfwbswE",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1484583970654371846,es,,,"{'urls': [{'start': 98, 'end': 121, 'url': 'https://t.co/nxIPfwbswE', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1524248923594014720/NezYDKXW?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1524248923594014720/NezYDKXW?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/ciencia/index.html'}]}",,
