id,created_at,reply_settings,conversation_id,possibly_sensitive,text,source,public_metrics,context_annotations,author_id,lang,referenced_tweets,in_reply_to_user_id,entities,attachments,geo
1521993002369314816,2022-05-04T23:19:43.000Z,everyone,1521993002369314816,False,"Wordle 320 6/6

🟨🟩⬛⬛🟨
⬛🟩⬛🟩🟨
⬛🟩🟩🟩⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3278287363,en,,,,,
1521993001144365056,2022-05-04T23:19:43.000Z,everyone,1521993001144365056,False,"Wordle 320 3/6

🟩🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",865609816403791872,en,,,,,
1521992995176083456,2022-05-04T23:19:41.000Z,everyone,1521992995176083456,False,"Wordle 320 6/6

⬜🟨🟨⬜⬜
🟩🟨⬜⬜🟨
🟩🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1076584441533722624,en,,,,,
1521992984882909184,2022-05-04T23:19:39.000Z,everyone,1521992984882909184,False,"RT @PMLaurier: Fordle May 4, 2022 2/6 #OnElxn #onpoli

Fordle is much easier that Wordle. 

There a limited number of five-letter terms tha…",Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1521487525767880704', 'name': 'Ontario Election 2022 (Canada)'}}, {'domain': {'id': '38', 'name': 'Political Race', 'description': ''}, 'entity': {'id': '1521487525767880704', 'name': 'Ontario Election 2022 (Canada)'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1223950760,en,"[{'type': 'retweeted', 'id': '1521972223388663810'}]",,"{'mentions': [{'start': 3, 'end': 13, 'username': 'PMLaurier', 'id': '112753504'}], 'hashtags': [{'start': 38, 'end': 45, 'tag': 'OnElxn'}, {'start': 46, 'end': 53, 'tag': 'onpoli'}]}",,
1521992983238914048,2022-05-04T23:19:39.000Z,everyone,1521992983238914048,False,"Wordle 319 2/6

⬜⬜🟩⬜🟨
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2686240585,en,,,,,
1521992980114063360,2022-05-04T23:19:38.000Z,everyone,1521992980114063360,False,"Wordle 320 6/6

⬜🟨⬜⬜🟨
🟨🟨⬜⬜⬜
🟨⬜⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩✅🧐",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",728282042472005632,en,,,,,
1521992970530136071,2022-05-04T23:19:36.000Z,everyone,1521992970530136071,False,"Wordle 320 X/6
MY FIRST WORDLE LOSS. I HATE THIS WORD
⬛⬛⬛🟨🟨
⬛🟨⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩⬛🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1009337066419781634,en,,,,,
1521992964477800449,2022-05-04T23:19:34.000Z,everyone,1521992964477800449,False,"Wordle 320 X/6

⬜⬜⬜⬜⬜
⬜🟨🟨⬜🟨
⬜🟩🟨⬜⬜
🟨🟩⬜⬜🟨
⬜🟩⬜🟩🟩
🟩🟩⬜🟩🟩

Bugger 😓",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",265894680,en,,,,,
1521992958920523776,2022-05-04T23:19:33.000Z,everyone,1521992958920523776,False,"우리말 Wordle 124 5/6 
https://t.co/xc1VHpEKrC

⬜⬜🟨
🟨⬜🟨
🟨🟨🟨
🟨🟨🟨
🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",246701501,ko,,,"{'urls': [{'start': 20, 'end': 43, 'url': 'https://t.co/xc1VHpEKrC', 'expanded_url': 'https://plan9.kr/wordle/', 'display_url': 'plan9.kr/wordle/'}]}",,
1521992955543883776,2022-05-04T23:19:32.000Z,everyone,1521992955543883776,False,"Wordle 320 X/6 

⬜⬜⬜⬜🟨
⬜⬜🟨⬜⬜
⬜🟨⬜🟩⬜
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩 https://t.co/8OeClrIJx7",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",726096058565181446,en,,,"{'urls': [{'start': 53, 'end': 76, 'url': 'https://t.co/8OeClrIJx7', 'expanded_url': 'https://twitter.com/buncie44/status/1521992955543883776/photo/1', 'display_url': 'pic.twitter.com/8OeClrIJx7', 'media_key': '16_1521992947411083265'}]}",{'media_keys': ['16_1521992947411083265']},
1521992947318681600,2022-05-04T23:19:30.000Z,everyone,1521992947318681600,False,"なんてこった。失敗。Wordle 320 X/6

⬛⬛⬛⬛🟨
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",105642684,ja,,,,,
1521992938506825728,2022-05-04T23:19:28.000Z,everyone,1521992938506825728,False,"ポケモンWordle 6/10

⬛⬛🟨⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
🟨⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛⬛⬛🟨⬛

https://t.co/tOGEVASWvT
 #ポケモンWordle",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",145143427,ja,,,"{'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/tOGEVASWvT', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 80, 'end': 91, 'tag': 'ポケモンWordle'}]}",,
1521992935344152581,2022-05-04T23:19:27.000Z,everyone,1521992935344152581,False,"Wordle 320 4/6

⬛🟨🟨⬛⬛
⬛🟩⬛⬛⬛
🟨⬛⬛🟨⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",178427951,en,,,,,
1521992933670629377,2022-05-04T23:19:27.000Z,everyone,1521992933670629377,False,"D'oh!! 🤦‍♂️
Wordle 320 6/6

⬜🟨⬜⬜⬜
⬜🟩🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1517623051860414465', 'name': 'World Environment Day'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2799509559,en,,,,,{'place_id': '7ae9e2f2ff7a87cd'}
1521992929522458624,2022-05-04T23:19:26.000Z,everyone,1521992929522458624,False,"Wordle 320 3/6

⬜⬜⬜🟩⬜
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",293183182,en,,,,,
1521992925978456064,2022-05-04T23:19:25.000Z,everyone,1521992925978456064,False,"When you actually know the wordle strategy lmao Wordle 320 6/6

⬛⬛⬛🟨🟨
⬛🟨⬛⬛⬛
⬛🟨⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩🟨🟨🟨
🟩🟩🟩🟩🟩",Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1238017198553169921,en,,,,,
1521992921603584000,2022-05-04T23:19:24.000Z,everyone,1521992921603584000,False,"Wordle 320 5/6

⬛🟩⬛⬛⬛
⬛🟨🟨⬛⬛
🟩🟩⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",815245151924719616,en,,,,,
1521992918789242885,2022-05-04T23:19:23.000Z,everyone,1484317013384196109,False,"It was the bloodiest battle that the world ever saw
Wordle 320 6/6

⬛🟨⬛⬛🟨
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",768779743365849088,en,"[{'type': 'replied_to', 'id': '1521627212125982721'}]",768779743365849088,,,
1521992917732237313,2022-05-04T23:19:23.000Z,everyone,1521992917732237313,False,"Wordle 320 4/6

⬜🟨⬜⬜🟨
🟨🟩⬜🟩⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",130063160,en,,,,,
1521992916369276928,2022-05-04T23:19:23.000Z,everyone,1521992916369276928,False,"ポケモンWordle 6/10

🟨⬛🟨⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟨

https://t.co/Fpe8oOTRvo
 #ポケモンWordle",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",127976958,ja,,,"{'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/Fpe8oOTRvo', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp', 'images': [{'url': 'https://pbs.twimg.com/news_img/1523164396175839233/PfuT0q9R?format=png&name=orig', 'width': 200, 'height': 200}, {'url': 'https://pbs.twimg.com/news_img/1523164396175839233/PfuT0q9R?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'ポケモンWordle', 'description': 'ポケモンWordle (ポケモンワードル)は単語当てゲーム「Wordle」のポケモン版。１０回のチャレンジでポケモンの名前を当てよう！', 'unwound_url': 'https://wordle.mega-yadoran.jp/'}], 'hashtags': [{'start': 80, 'end': 91, 'tag': 'ポケモンWordle'}]}",,
1521992914179883008,2022-05-04T23:19:22.000Z,everyone,1521992914179883008,False,"Wordle 320 X/6*

⬜⬜🟨⬜⬜
⬜🟨⬜🟩⬜
🟨⬜⬜🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
このパターンで運ゲーにならないように絞り方を考えた方が良さそう",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2953036411,ja,,,,,
1521992908970151936,2022-05-04T23:19:21.000Z,everyone,1521992908970151936,False,"😰
Wordle 319 5/6

⬛⬛🟩⬛⬛
⬛⬛🟩🟨⬛
⬛🟨🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070721104044408833', 'name': 'Yaani King', 'description': 'American actress'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1070721104044408833', 'name': 'Yaani King', 'description': 'American actress'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",37871734,en,,,,,
1521992901617717248,2022-05-04T23:19:19.000Z,everyone,1521992901617717248,False,"Hmm. Had to look it up. Not impressed! Wordle 320 X/6

⬜🟨⬜⬜🟨
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",249175288,en,,,,,
1521992895154335744,2022-05-04T23:19:18.000Z,everyone,1521988433408929795,False,"@paulsinha Wordle 320 4/6

⬜🟨🟨⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",939673452763639811,en,"[{'type': 'replied_to', 'id': '1521988433408929795'}]",20481697,"{'mentions': [{'start': 0, 'end': 10, 'username': 'paulsinha', 'id': '20481697'}]}",,
1521992881598345217,2022-05-04T23:19:14.000Z,everyone,1521992881598345217,False,"Wordle 320 X/6

⬛🟨⬛⬛🟨
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩

I do not accept this.",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",19783690,en,,,,,
1521992875772624896,2022-05-04T23:19:13.000Z,everyone,1521992875772624896,False,"Wordle 320 4/6

🟨⬛⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟨
🟩🟩🟩🟩🟩
適当に入れたら当たった。",TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",98794410,ja,,,,,
1521992875013283840,2022-05-04T23:19:13.000Z,everyone,1521992875013283840,False,"Wordle 320 5/6

⬛⬛⬛⬛🟨
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2498236486,en,,,,,
1521992868138823682,2022-05-04T23:19:11.000Z,everyone,1521992868138823682,False,"Wordle 320 3/6

⬛⬛🟨⬛⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1185251239673716736,en,,,,,
1521992860199010305,2022-05-04T23:19:09.000Z,everyone,1521992860199010305,False,"Wordle 320 6/6

⬜🟨🟨⬜⬜
⬜⬜🟨🟨🟨
⬜🟩🟨🟩⬜
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩 no idea 🤷‍♀️",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",21817497,en,,,,,
1521992856117858310,2022-05-04T23:19:08.000Z,everyone,1521991724167487489,False,"@Jim_Cornelius Wordle 320 4/6

⬛🟨⬛⬛🟨
⬛🟩🟨⬛🟨
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",101505780,en,"[{'type': 'replied_to', 'id': '1521991724167487489'}]",159981218,"{'mentions': [{'start': 0, 'end': 14, 'username': 'Jim_Cornelius', 'id': '159981218'}]}",,
1521992853035298816,2022-05-04T23:19:08.000Z,everyone,1521992853035298816,False,"I'm calling foul ball on this one:
Wordle 320 4/6

⬛⬛🟨⬛⬛
⬛🟨🟨⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1436280947071074304,en,,,,,
1521992848471883776,2022-05-04T23:19:06.000Z,everyone,1521992848471883776,False,"Wordle 320 4/6

⬜⬜⬜⬜🟨
⬜🟨🟨⬜🟨
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",859709795799937028,en,,,,,
1521992844831084544,2022-05-04T23:19:06.000Z,everyone,1521992844831084544,False,"Wordle 320 6/6

🟨⬜⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩

Christ!",Twitter Web App,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",541021622,en,,,,,
1521992841190379525,2022-05-04T23:19:05.000Z,everyone,1521992841190379525,False,"Wordle 320 5/6

⬜⬜⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟨⬜⬜⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

That could have been nasty",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",39097724,en,,,,,
1521992839898742784,2022-05-04T23:19:04.000Z,everyone,1521992839898742784,False,"Wordle 320 5/6

⬜🟨⬜⬜🟨
⬜⬜⬜🟨⬜
🟩🟨🟨⬜⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
ソレ",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",94351355,ja,,,,,
1521992836995895296,2022-05-04T23:19:04.000Z,everyone,1521992836995895296,False,"Wordle 320 6/6

⬛⬛⬛⬛🟨
⬛⬛🟨🟨⬛
⬛🟨🟨⬛🟨
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",162782991,en,,,,,
1521992835083472898,2022-05-04T23:19:03.000Z,everyone,1521992835083472898,False,"Hmm, not sure we use that on this side of the Atlantic...
Wordle 320 5/6

⬜🟨⬜🟨⬜
🟨⬜⬜🟩⬜
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3400466080,en,,,,,
1521992832021839872,2022-05-04T23:19:03.000Z,everyone,1521992832021839872,False,"Wordle 320 4/6

⬜🟩⬜⬜🟨
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩

うぬぅ…",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",264744315,ja,,,,,
