id,conversation_id,reply_settings,lang,possibly_sensitive,source,public_metrics,text,context_annotations,author_id,created_at,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1521626355326140416,1521626355326140416,everyone,en,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

🟨⬛🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1020797563,2022-05-03T23:02:48.000Z,,,,,
1521626354218897409,1521626354218897409,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Better 

Wordle 319 3/6

⬛⬛🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1446917063658938370,2022-05-03T23:02:47.000Z,,,,,
1521626349240266755,1521626349240266755,everyone,en,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 X/6

⬜🟩⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟨⬜⬜⬜
🟨🟩⬜🟨⬜
⬜⬜🟨⬜⬜
⬜🟩🟩🟨⬜
 https://t.co/SVRr81JlcO","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",607456445,2022-05-03T23:02:46.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/SVRr81JlcO', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1521626346094755840,1521626346094755840,everyone,cs,False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Katla 104 3/6

⬛⬛⬛⬛🟨
🟨🟨🟩🟩⬛
🟩🟩🟩🟩🟩

Wordle 319 4/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩

KECLAP 123 4/6

⬛⬛⬛🟩🟨
⬛🟩🟨🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

#Worldle #103 1/6 (100%)

🟩🟩🟩🟩🟩

Kotla 95 1/6

🟩🟩🟩🟩🟩🟩🟩🟩🟩🟩 0.0 km 📍","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",64656130,2022-05-03T23:02:46.000Z,"{'hashtags': [{'start': 116, 'end': 124, 'tag': 'Worldle'}]}",,,,
1521626336342724609,1521626336342724609,everyone,en,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 319 3/6

⬛⬛🟨🟨⬛
⬛🟨⬛🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",823154413888012289,2022-05-03T23:02:43.000Z,,,,,
1521626329552142336,1521626329552142336,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","😬
Wordle 318 5/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",300645437,2022-05-03T23:02:42.000Z,,,,,
1521626326800740352,1521626326800740352,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 5/6

🟦🟦🟦⬜⬜
⬜⬜⬜🟦⬜
🟧🟧🟧🟧⬜
🟧🟧🟧🟧⬜
🟧🟧🟧🟧🟧

Framed #54
🎥 🟥 🟥 🟥 🟥 🟥 🟩

https://t.co/d2UTHbJEn1

Another film I’ve not seen","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",20107213,2022-05-03T23:02:41.000Z,"{'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/d2UTHbJEn1', 'expanded_url': 'https://framed.wtf', 'display_url': 'framed.wtf'}]}",,,,
1521626323352834048,1521626323352834048,everyone,ja,False,Tweetbot for iΟS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","いい攻め方であった
Wordle 319 4/6

⬛⬛🟩⬛⬛
⬛🟩⬛⬛🟩
⬛⬛⬛🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",103685894,2022-05-03T23:02:40.000Z,,,,,
1521626321729773569,1521626321729773569,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6*

⬛⬛⬛⬛🟨
⬛🟩⬛🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1325745434388811778,2022-05-03T23:02:40.000Z,,,,,
1521626311650955264,1521626311650955264,everyone,en,False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

🟨⬛⬛🟩⬛
🟩🟨⬛🟩⬛
🟩🟩🟩🟩🟩
#Wordle319","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1465432541406576654,2022-05-03T23:02:37.000Z,"{'hashtags': [{'start': 34, 'end': 44, 'tag': 'Wordle319'}]}",,,,
