id,lang,text,created_at,conversation_id,possibly_sensitive,context_annotations,public_metrics,source,author_id,reply_settings,entities,in_reply_to_user_id,referenced_tweets,geo,attachments
1520837161339473920,ja,"ポケモンWordle 6/10

⬛⬛⬛⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
⬛⬛⬛🟩⬛
🟨⬛⬛🟩⬛
⬛🟨⬛⬛🟨

https://t.co/uLYllAOleO
 #ポケモンWordle",2022-05-01T18:46:49.000Z,1520837161339473920,False,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1059256303317508096,everyone,"{'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/uLYllAOleO', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 80, 'end': 91, 'tag': 'ポケモンWordle'}]}",,,,
1520837151302111232,en,"Wordle 317 4/6

🟩⬛⬛🟩⬛
🟩⬛⬛🟩🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",2022-05-01T18:46:47.000Z,1520837151302111232,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android,3826410433,everyone,,,,,
1520837146965278721,en,"Wordle 317 4/6

⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟩⬛🟩⬛🟩
🟩🟩🟩🟩🟩",2022-05-01T18:46:46.000Z,1520837146965278721,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,100547676,everyone,,,,,
1520837144612270080,en,"Wordle 316 5/6

⬜🟨⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩⬜⬜🟨
🟨🟩⬜⬜⬜
🟩🟩🟩🟩🟩",2022-05-01T18:46:45.000Z,1520837144612270080,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,578448723,everyone,,,,,
1520837138920755204,en,"Wordle 317 4/6

🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-01T18:46:44.000Z,1520837138920755204,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1209527969133150209,everyone,,,,,
1520837138178318336,en,"Wordle 316 X/6

WHAT THE HELL

⬜🟨🟨⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩⬜⬜🟨
⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜",2022-05-01T18:46:44.000Z,1520837138178318336,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1305364625677062146,everyone,"{'annotations': [{'start': 0, 'end': 28, 'probability': 0.351, 'type': 'Product', 'normalized_text': 'Wordle 316 X/6 WHAT THE HELL'}]}",,,,
1520837135624024065,en,"Wordle 316 5/6

🟨🟨⬜⬜⬜⬜⬜
⬜🟨🟨🟨🟨⬜🟩
🟨🟨🟨🟨🟨⬜⬜
⬜🟩🟨🟨⬜⬜🟩
🟩🟩🟩🟩🟩🟩🟩

⬇️ ⬇️ ⬇️ ⬇️ ⬇️
https://t.co/ntjvDg0gAN
⬆️ ⬆️ ⬆️ ⬆️ ⬆️

#Wordle #Wordle7 #WordleEN #WordleEnglish #Wordle316",2022-05-01T18:46:43.000Z,1520833302478925824,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1443199559954583553,everyone,"{'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/ntjvDg0gAN', 'expanded_url': 'https://wordle.wekele.com', 'display_url': 'wordle.wekele.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1522169553895280644/bPSkxtSA?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1522169553895280644/bPSkxtSA?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Wordle - A daily word game', 'description': 'Guess the daily word in 6 tries, practice with unlimited words or create your own Wordle! Now with 3 levels: easy (5 letter word), medium (6 letter word) and hard (7 letter word). Puzzles also available in multiple languages: English (EN), Español (ES), Português (PT), Italiano (IT), Deutsch (DE), Français (FR), Русский (RU), Türkçe (TR), Svenska (SE), Català (CAT), Euskara (EUS), Galego (GAL).', 'unwound_url': 'https://wordle.wekele.com'}], 'hashtags': [{'start': 112, 'end': 119, 'tag': 'Wordle'}, {'start': 120, 'end': 128, 'tag': 'Wordle7'}, {'start': 129, 'end': 138, 'tag': 'WordleEN'}, {'start': 139, 'end': 153, 'tag': 'WordleEnglish'}, {'start': 154, 'end': 164, 'tag': 'Wordle316'}]}",1443199559954583553,"[{'type': 'replied_to', 'id': '1520835989530419200'}]",,
1520837115315200001,en,"Wordle 316 6/6

⬛⬛⬛⬛⬛
🟩⬛🟨⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",2022-05-01T18:46:38.000Z,1520837115315200001,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,266503734,everyone,,,,,
1520837114128060416,en,"Wordle 316 6/6

🟨⬛⬛⬛⬛
⬛🟨⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩 phew!",2022-05-01T18:46:38.000Z,1520837114128060416,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,893213020976930816,everyone,,,,,
1520837113784111104,en,"Wordle 316 4/6

⬛🟩⬛⬛⬛
⬛⬛⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-01T18:46:38.000Z,1520837113784111104,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1499785329259139075,everyone,,,,,
1520837106179878912,en,"Wordle 317 6/6

⬛🟨⬛⬛⬛
🟨⬛⬛⬛⬛
⬛⬛🟨⬛⬛
⬛⬛🟩🟩🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",2022-05-01T18:46:36.000Z,1520837106179878912,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,778865130,everyone,,,,,
1520837103587786752,en,"Wordle 316 6/6

⬛⬛⬛🟩⬛
⬛🟩🟩⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-01T18:46:35.000Z,1520837103587786752,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,311223757,everyone,,,,,
1520837103466463232,en,"Wordle 317 4/6

⬛⬛⬛🟨🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-01T18:46:35.000Z,1520837103466463232,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,145590315,everyone,,,,,
1520837097527164929,en,"Wordle 316 4/6

⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",2022-05-01T18:46:34.000Z,1520837097527164929,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2372934719,everyone,,,,,
1520837089490841601,en,"Wordle 316 5/6

⬛🟨⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩

Talk about a roundabout solution!",2022-05-01T18:46:32.000Z,1520837089490841601,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,44373069,everyone,,,,,
1520837088458919936,et,"Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛🟩
⬛🟩⬛🟩🟩
⬛🟩⬛⬛⬛
🟩🟩🟩🟩🟩

joguei https://t.co/hJkQoYvqGJ #119 *2/6 🔥 21

⬛⬛⬛🟨🟩
🟩🟩🟩🟩🟩",2022-05-01T18:46:32.000Z,1520837087217569792,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,50810509,everyone,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/hJkQoYvqGJ', 'expanded_url': 'http://term.ooo', 'display_url': 'term.ooo'}]}",50810509,"[{'type': 'replied_to', 'id': '1520837087217569792'}]",{'place_id': '5147516179fa9c13'},
1520837083052478465,en,"Wordle 317 5/6

🟩⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩⬜🟩⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-01T18:46:31.000Z,1520837083052478465,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,77698981,everyone,,,,,
1520837077692461056,en,"Wordle 317 5/6

⬛⬛⬛⬛🟨
⬛🟨🟨🟨🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-01T18:46:29.000Z,1520837077692461056,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1506307932086235136,everyone,,,,,
1520837077163642880,en,"Wordle 317 3/6

🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩 https://t.co/Q9MD9j0AYW",2022-05-01T18:46:29.000Z,1520837077163642880,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",Twitter for Android,2836427676,everyone,"{'urls': [{'start': 34, 'end': 57, 'url': 'https://t.co/Q9MD9j0AYW', 'expanded_url': 'https://twitter.com/jkumari_151090/status/1520611642882412544', 'display_url': 'twitter.com/jkumari_151090…'}]}",,"[{'type': 'quoted', 'id': '1520611642882412544'}]",,
1520837043475079168,en,"Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜⬜⬜⬜🟨
⬜🟨🟨🟨⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",2022-05-01T18:46:21.000Z,1520837043475079168,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,196847221,everyone,,,,,
1520837032985071616,en,"Wordle 316 6/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩🟨⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-01T18:46:19.000Z,1520837032985071616,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1208107027534213122,everyone,,,,,
1520837031504793601,en,"Wordle 317 5/6

🟨⬛⬛⬛🟨
🟩🟨⬛⬛🟨
🟩⬛🟩🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",2022-05-01T18:46:18.000Z,1520837031504793601,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,451423934,everyone,,,,,
1520837026840342528,en,"Wordle 317 3/6*

🟩⬛⬛🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",2022-05-01T18:46:17.000Z,1520837026840342528,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,15306159,everyone,,,,,
1520837019655876608,tr,"Wordle Türkçe 316 4/6

⬜⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩⬜⬜⬜🟨
🟩🟩🟩🟩🟩

https://t.co/MNmcKzf7xc",2022-05-01T18:46:15.000Z,1520837019655876608,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,719114017499979776,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/MNmcKzf7xc', 'expanded_url': 'https://www.wordleturkce.com/', 'display_url': 'wordleturkce.com'}]}",,,,
1520837017176842240,en,"Wordle 316 3/6

⬜⬜⬜⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩",2022-05-01T18:46:15.000Z,1520837017176842240,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,716010496042917888,everyone,,,,,
1520836999481114624,en,"What kind of fucking word is this this such a dumb word like who would ever use it it doesn't make sense its such a fucking useless word God damn I'm gonna kill someone my monring is so shit already
Wordle 316 X/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟨🟨
🟨🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩",2022-05-01T18:46:11.000Z,1520836999481114624,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1262531560521240577,everyone,"{'annotations': [{'start': 137, 'end': 139, 'probability': 0.933, 'type': 'Other', 'normalized_text': 'God'}]}",,,,
1520836998033985536,en,"Wordle 316 5/6

⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩",2022-05-01T18:46:10.000Z,1520836998033985536,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPad,14570525,everyone,,,,,
1520836983253192704,en,"Wordle 317 6/6

⬜⬜🟨🟨🟨
🟨🟨⬜🟨⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-01T18:46:07.000Z,1520836983253192704,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,756211929966792704,everyone,,,,,
1520836967356788737,en,"Wordle 316 6/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩

I'm absolutely amazing at wordle",2022-05-01T18:46:03.000Z,1520836967356788737,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1445425046609031172,everyone,,,,,
