id,text,author_id,source,possibly_sensitive,context_annotations,lang,created_at,conversation_id,public_metrics,reply_settings,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1520555392853446656,"Wordle (ES)  #114 6/6 Casi casi… 😬

🟩⬜🟨⬜⬜
🟩🟩🟨⬜⬜
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/2xsgsTx4uh",964081258467913728,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:07:10.000Z,1520555392853446656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"{'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/2xsgsTx4uh', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520555381604290560,"ポケモンWordle 9/10

⬛⬛⬛⬛⬛  ⬛🟨⬛⬛⬛
⬛⬛⬛⬛⬛  ⬛⬛⬛⬛🟩
⬛⬛⬛⬛⬛  ⬛⬛⬛🟩🟩
⬛⬛⬛⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛

https://t.co/j5QG3rXBL2
 #ポケモンWordle 

マジでむずかった。",1384450184,Twitter Web App,False,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",ja,2022-05-01T00:07:08.000Z,1520555381604290560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/j5QG3rXBL2', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 101, 'end': 112, 'tag': 'ポケモンWordle'}]}",,,,
1520555373874356225,"Better than yesterday, at least. 

Wordle 316 5/6*

⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩
⬜🟨🟨⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",20962510,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:07:06.000Z,1520555373874356225,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,,
1520555365716443136,"Wordle 316 4/6

⬛⬛🟨⬛⬛
🟨🟨⬛⬛⬛
🟩🟨🟨⬛⬛
🟩🟩🟩🟩🟩

#Worldle #100 1/6 (100%)
🟩🟩🟩🟩🟩🎉

#Heardle #65

🔊🟩⬜️⬜️⬜️⬜️⬜️

Framed #51
🎥 🟥 🟥 🟥 🟥 🟩 ⬛
Don't know if I've ever actually watched this one

Daily Quordle 97
6️⃣3️⃣
8️⃣5️⃣",61792149,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:07:04.000Z,1520555365716443136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 41, 'end': 49, 'tag': 'Worldle'}, {'start': 74, 'end': 82, 'tag': 'Heardle'}]}",,,,
1520555354358169601,"Wordle 315 6/6

⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

ok",242530414,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:07:01.000Z,1520555354358169601,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1520555349870358532,"Wordle 316 5/6

🟩⬛⬛⬛⬛
🟩🟨⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",1356372852417638404,Twitter Web App,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:07:00.000Z,1520555349870358532,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1520555333726482432,"Crumbs Wordle 316 6/6

⬛⬛⬛🟨⬛
🟨🟩⬛🟨⬛
⬛🟩🟨⬛⬛
⬛🟩⬛🟨🟨
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",170838876,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:56.000Z,1520555333726482432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1520555327129014273,"Wordle 316 6/6

⬛⬛⬛🟨🟨
🟨🟩⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩phew",17864973,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:55.000Z,1520555327129014273,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1520555306421342208,"ポケモンWordle 7/10

⬛⬛🟨⬛⬛  🟨⬛🟩⬛⬛
🟨⬛⬛⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
⬛⬛🟨🟨⬛
🟨⬛⬛⬛🟨

https://t.co/X3ynpJ3txK
 #ポケモンWordle",98400816,Twitter for Android,False,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",ja,2022-05-01T00:06:50.000Z,1520555306421342208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/X3ynpJ3txK', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 87, 'end': 98, 'tag': 'ポケモンWordle'}]}",,,,
1520555302143201280,"Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩

一晩寝かせるくらいものすごく苦戦した",1320573196769193984,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-01T00:06:49.000Z,1520555302143201280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",everyone,,,,,
1520555287312093184,"Wordle Tildes #61 4/6

⬜🟨⬜⬜⬜⬜
⬜🟩⬜⬜🟨🟨
⬜🟩⬜⬜⬜🟨
🟩🟩🟩🟩🟩🟩
 https://t.co/kqkv0Zx4AG",817932855124889600,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:45.000Z,1520555287312093184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/kqkv0Zx4AG', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,,,
1520555283277352960,"RT @Ototo_: Wordle 316 5/6

⬜🟨⬜⬜⬜
🟨⬜⬜🟨⬜
⬜⬜🟨⬜⬜
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩
そんな単語ある？と途方に暮れかけたけど、あった。
知らない単語だけど。",821925614030614532,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-01T00:06:44.000Z,1520555283277352960,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 10, 'username': 'Ototo_', 'id': '126787379'}]}","[{'type': 'retweeted', 'id': '1520555160501915648'}]",,,
1520555282874646532,"Wordle 315 5/6

⬛🟨⬛🟨⬛
🟩⬛🟨⬛⬛
🟩🟩⬛⬛🟨
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩

WOOOOOO!",978647766057529354,Twitter Web App,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:44.000Z,1520555282874646532,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,,
1520555269280968705,"Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜⬜⬜⬜⬜
🟩⬜🟨🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",374367812,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:41.000Z,1518014880447619072,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,,"[{'type': 'replied_to', 'id': '1520196105664872458'}]",374367812,,
1520555264994594817,"Wordle 316 5/6

⬜⬜⬜🟨⬜
⬜🟨⬜⬜⬜
⬜⬜🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩 

gurl ano to 

Taylordle 93 3/6

⬜⬜🟨⬜🟨🟨⬜
⬜🟨⬜⬜🟨⬜🟨
🟩🟩🟩🟩🟩🟩🟩

yikes muntik na

Swiftle #47

🔊🟥🟩⬜⬜⬜⬜

hahaha surri https://t.co/w8do9HbhJO",768800094699356161,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:40.000Z,1520555264994594817,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 157, 'end': 180, 'url': 'https://t.co/w8do9HbhJO', 'expanded_url': 'https://twitter.com/kingkierrr/status/1520516315722948608', 'display_url': 'twitter.com/kingkierrr/sta…'}]}","[{'type': 'quoted', 'id': '1520516315722948608'}]",,,
1520555239791013888,"ポケモンWordle 5/10

⬛⬛🟨⬛⬛
⬛⬛⬛🟨⬛
🟩🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩
昨日と連動するタイプの変化球ある？
https://t.co/c1plj9zyW9
 #ポケモンWordle",2725162411,Twitter Web App,False,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",ja,2022-05-01T00:06:34.000Z,1520555239791013888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/c1plj9zyW9', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 90, 'end': 101, 'tag': 'ポケモンWordle'}]}",,,,
1520555226649874432,"Wordle 316 4/6

⬛🟨⬛⬛⬛
⬛🟩⬛⬛⬛
🟨⬛⬛⬛⬛
🟩🟩🟩🟩🟩",1090455682816438273,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:31.000Z,1520555226649874432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,,
1520555223005032448,"Wordle 316 5/6

🟨⬜🟨⬜⬜
🟨⬜⬜🟩⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩

✌️🙂",921671450859151360,Twitter Web App,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:30.000Z,1520555223005032448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1520555216479080450,"Wordle 316 6/6

⬜⬜⬜⬜⬜
🟨⬜⬜⬜🟩
🟩⬜🟨⬜⬜
🟩🟨⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩
今日もギリギリ",105674072,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-01T00:06:28.000Z,1520555216479080450,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,,
1520555200984981507,"@JonesHowdareyou Wordle 316 5/6

🟨⬜⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩

I thought I was heading towards a fictional character.",399206687,Twitter for iPad,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:25.000Z,1520539428502089728,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 16, 'username': 'JonesHowdareyou', 'id': '198296897'}]}","[{'type': 'replied_to', 'id': '1520539428502089728'}]",198296897,,
1520555189484539905,"Wordle 316 X/6*

⬜⬜🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜",2338080644,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:22.000Z,1520555189484539905,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1520555183897423872,"Wordle 316 X/6

⬜🟨⬜⬜⬜
⬜⬜🟨🟨⬜
⬜🟩⬜🟨🟨
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩

まけ",92737291,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-01T00:06:21.000Z,1520555183897423872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1520555181448245249,"Wordle 316 6/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜⬜⬜⬜🟨
⬜🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",272828108,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T00:06:20.000Z,1520555181448245249,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
